created_at,id_str,tweets_texto,tipo,Classificador,tweets_Preprocessados,tweets_normalizados,tweets_sem_stopwords,tweets_sem_stopwords_Normal,tweets_PreprocessadosPlus,tweets_sem_stopwordsPlus
17/05/3921 23:22,"1,39E+18",Nunca vi.  Me marca qdo vc ver.  Pq eu acho essa história de xenofobia com a outra lá surto de vcs,0,Negativo,vitoriajessiica pedroso_larissa nunca vi  me marca qdo vc ver  pq eu acho essa historia de xenofobia com a outra la surto de vcs,vitoriajessiica pedrosolarissa nunca vi me marca quando você ver porque eu acho essa história de xenofobia com a outra lá surto de vocês,vitoriajessiica pedroso_larissa vi marca qdo vc pq acho historia xenofobia la surto vcs,vitoriajessiica pedrosolarissa vi marca acho história xenofobia surto,vitoriajessiica pedrosolarissa nunca vi me marca quando voce ver porque eu acho essa historia de xenofobia com a outra la surto de voces,vitoriajessiica pedrosolarissa vi marca voce acho historia xenofobia la surto voces
17/05/3921 23:19,"1,39E+18",Mano não é nem xenofobia os cara são doido por dinheiro memo,0,Negativo,rt philandthejets vinimaruche mano nao e nem xenofobia os cara sao doido por dinheiro memo kkkkkk,retweeet philandthejets vinimaruche mano não é nem xenofobia os cara são doido por dinheiro mesmo kkk,rt philandthejets vinimaruche mano nao xenofobia cara sao doido dinheiro memo kkkkkk,retweeet philandthejets vinimaruche mano xenofobia cara doido dinheiro kkk,retweeet philandthejets vinimaruche mano nao e nem xenofobia os cara sao doido por dinheiro mesmo kkk,retweeet philandthejets vinimaruche mano nao xenofobia cara sao doido dinheiro kkk
17/05/3921 23:18,"1,39E+18",Mano não é nem xenofobia os cara são doido por dinheiro memo,0,Negativo,vinimaruche mano nao e nem xenofobia os cara sao doido por dinheiro memo kkkkkk,vinimaruche mano não é nem xenofobia os cara são doido por dinheiro mesmo kkk,vinimaruche mano nao xenofobia cara sao doido dinheiro memo kkkkkk,vinimaruche mano xenofobia cara doido dinheiro kkk,vinimaruche mano nao e nem xenofobia os cara sao doido por dinheiro mesmo kkk,vinimaruche mano nao xenofobia cara sao doido dinheiro kkk
17/05/3921 23:17,"1,39E+18",Xenofobia do bem,1,Positivo,xenofobia do bem,xenofobia do bem 😍 🥰 👏 🏼 httpstcodjyftkovdj,xenofobia,xenofobia 😍 🥰 👏 🏼 httpstcodjyftkovdj,xenofobia do bem,xenofobia
17/05/3921 23:17,"1,39E+18","Gente vamos falar um pouco sobre xenofobia? 

Eu antes de começar a ver os doramas era muito xenofóbica e nem sabia, muito",0,Negativo,"rt itsdoramaz gente vamos falar um pouco sobre xenofobia? 

eu antes de comecar a ver os doramas era muito xenofobica e nem sabia, muito",retweeet itsdoramaz gente vamos falar um pouco sobre xenofobia eu antes de começar a ver os doramas era muito xenofóbica e nem sabia muito,"rt itsdoramaz gente vamos falar xenofobia? comecar doramas xenofobica sabia, muito",retweeet itsdoramaz gente vamos falar xenofobia começar doramas xenofóbica sabia muito,retweeet itsdoramaz gente vamos falar um pouco sobre xenofobia eu antes de comecar a ver os doramas era muito xenofobica e nem sabia muito,retweeet itsdoramaz gente vamos falar xenofobia comecar doramas xenofobica sabia muito
17/05/3921 23:16,"1,39E+18","Quando não conseguimos provar porra nenhuma em questões concretas do jogo, partimos para o nacionalismo e a xenofobia. Parabéns, puto 👏

Já agora, aquilo que o Pep encontrou no Barça em 2008 era tudo menos uma equipa feita. Pedro, Busi, Piqué, Alves não eram “feitos”. Cope.",2,Nao Classificado,"paulinhocpde16 notsantos7 brodietuga b24pt quando nao conseguimos provar porra nenhuma em questoes concretas do jogo, partimos para o nacionalismo e a xenofobia parabens, puto 

ja agora, aquilo que o pep encontrou no barca em 2008 era tudo menos uma equipa feita pedro, busi, pique, alves nao eram feitos cope",paulinhocpde16 notsantos7 brodietuga b24pt quando não conseguimos provar porra nenhuma em questões concretas do jogo partimos para o nacionalismo e a xenofobia parabéns puto 👏 já agora aquilo que o pepe encontrou no barcelona em 2008 era tudo menos uma equipa feita pedro disciplinador pique alves não eram “ fé os ” cope,"paulinhocpde16 notsantos7 brodietuga b24pt nao conseguimos provar porra questoes concretas jogo, partimos nacionalismo xenofobia parabens, puto ja agora, pep encontrou barca 2008 equipa feita pedro, busi, pique, alves nao feitos cope",paulinhocpde16 notsantos7 brodietuga b24pt conseguimos provar porra questões concretas jogo partimos nacionalismo xenofobia parabéns puto 👏 pepe encontrou barcelona 2008 equipa feita pedro disciplinador pique alves “ fé ” cope,paulinhocpde16 notsantos7 brodietuga b24pt quando nao conseguimos provar porra nenhuma em questoes concretas do jogo partimos para o nacionalismo e a xenofobia parabens puto  ja agora aquilo que o pepe encontrou no barcelona em 2008 era tudo menos uma equipa feita pedro disciplinador pique alves nao eram  fe os  cope,paulinhocpde16 notsantos7 brodietuga b24pt nao conseguimos provar porra questoes concretas jogo partimos nacionalismo xenofobia parabens puto ja pepe encontrou barcelona 2008 equipa feita pedro disciplinador pique alves nao fe cope
17/05/3921 23:15,"1,39E+18",Sinto cheiro de xenofobia!,0,Negativo,gustavo_sh_ ei_nerd sinto cheiro de xenofobia!,gustavosh einerd sinto cheiro de xenofobia,gustavo_sh_ ei_nerd sinto cheiro xenofobia!,gustavosh einerd sinto cheiro xenofobia,gustavosh einerd sinto cheiro de xenofobia,gustavosh einerd sinto cheiro xenofobia
17/05/3921 23:15,"1,39E+18","Na entrevista os meninos falaram sobre os rótulos de masculinidade, relacionamento amoroso, xenofobia, serviço militar",0,Negativo,"rt seesawcut na entrevista os meninos falaram sobre os rotulos de masculinidade, relacionamento amoroso, xenofobia, servico militar",retweeet seesawcut na entrevista os meninos falaram sobre os rótulos de masculinidade relacionamento amoroso xenofobia serviço militar,"rt seesawcut entrevista meninos falaram rotulos masculinidade, relacionamento amoroso, xenofobia, servico militar",retweeet seesawcut entrevista meninos falaram rótulos masculinidade relacionamento amoroso xenofobia serviço militar,retweeet seesawcut na entrevista os meninos falaram sobre os rotulos de masculinidade relacionamento amoroso xenofobia servico militar,retweeet seesawcut entrevista meninos falaram rotulos masculinidade relacionamento amoroso xenofobia servico militar
17/05/3921 23:14,"1,39E+18","tomei ban permanente no lol pq mandei uma vagabunda lavar a louça.

racismo e xenofobia pode, mas xingar main Lux, Sona, Yummi de carregada eh CRIME ne RIOT GAMES LIXO",1,Positivo,"tomei ban permanente no lol pq mandei uma vagabunda lavar a louca

racismo e xenofobia pode, mas xingar main lux, sona, yummi de carregada eh crime ne riot games lixo",tomei ban permanente no lol porque mandei uma vagabunda lavar a louça racismo e xenofobia pode mas xingar main flux sonar fumei de carregada é crime né riot games lixo,"tomei ban permanente lol pq mandei vagabunda lavar louca racismo xenofobia pode, xingar main lux, sona, yummi carregada eh crime ne riot games lixo",tomei ban permanente lol mandei vagabunda lavar louça racismo xenofobia xingar main flux sonar fumei carregada crime né riot games lixo,tomei ban permanente no lol porque mandei uma vagabunda lavar a louca racismo e xenofobia pode mas xingar main flux sonar fumei de carregada e crime ne riot games lixo,tomei ban permanente lol mandei vagabunda lavar louca racismo xenofobia xingar main flux sonar fumei carregada crime ne riot games lixo
17/05/3921 23:12,"1,39E+18","E a xenofobia dessa esquerdopata hipócrita????
Só falta o Casagrande e o Rizek endossando pra fechar o trio de lacradores escrotos.",2,Nao Classificado,"e a xenofobia dessa esquerdopata hipocrita????
so falta o casagrande e o rizek endossando pra fechar o trio de lacradores escrotos ",e a xenofobia dessa esquerdista hipócrita só falta o casagrande e o rize endossando pra fechar o trio de lacradores escrotos httpstcostpudss11l,xenofobia esquerdopata hipocrita???? so casagrande rizek endossando pra fechar trio lacradores escrotos,xenofobia esquerdista hipócrita casagrande rize endossando pra fechar trio lacradores escrotos httpstcostpudss11l,e a xenofobia dessa esquerdista hipocrita so falta o casagrande e o rize endossando pra fechar o trio de lacradores escrotos,xenofobia esquerdista hipocrita so casagrande rize endossando pra fechar trio lacradores escrotos
17/05/3921 23:10,"1,39E+18",Tirou minha homofobia me deixando apenas com xenofobia ,1,Positivo,tirou minha homofobia me deixando apenas com xenofobia,tirou minha homofobia me deixando apenas com xenofobia httpstco2sgsq8kqoj,tirou homofobia deixando xenofobia,tirou homofobia deixando xenofobia httpstco2sgsq8kqoj,tirou minha homofobia me deixando apenas com xenofobia,tirou homofobia deixando xenofobia
17/05/3921 23:10,"1,39E+18","na cara de branco, olho puxado é bonito, mas asiático sofre todo dia xenofobia por uma característica FÍSICA NATURAL.",0,Negativo,"rt _btsprod na cara de branco, olho puxado e bonito, mas asiatico sofre todo dia xenofobia por uma caracteristica fisica natural ",retweeet btsprod na cara de branco olho puxado é bonito mas asiático sofre todo dia xenofobia por uma característica física natural ,"rt _btsprod cara branco, olho puxado bonito, asiatico sofre dia xenofobia caracteristica fisica natural",retweeet btsprod cara branco olho puxado bonito asiático sofre dia xenofobia característica física natural,retweeet btsprod na cara de branco olho puxado e bonito mas asiatico sofre todo dia xenofobia por uma caracteristica fisica natural,retweeet btsprod cara branco olho puxado bonito asiatico sofre dia xenofobia caracteristica fisica natural
17/05/3921 23:09,"1,39E+18","Se ataca ela com xenofobia não é fã do Gil, pq ele é nordestino também. E se alguém fez isso não é fã, é criminoso",0,Negativo,"vitoriajessiica erika_lovatic1d se ataca ela com xenofobia nao e fa do gil, pq ele e nordestino tambem e se alguem fez isso nao e fa, e criminoso",vitoriajessiica erikalovatic1d se ataca ela com xenofobia não é fã do gil porque ele é nordestino também e se alguém fez isso não é fã é criminoso,"vitoriajessiica erika_lovatic1d ataca xenofobia nao fa gil, pq nordestino tambem alguem nao fa, criminoso",vitoriajessiica erikalovatic1d ataca xenofobia fã gil nordestino alguém fã criminoso,vitoriajessiica erikalovatic1d se ataca ela com xenofobia nao e fa do gil porque ele e nordestino tambem e se alguem fez isso nao e fa e criminoso,vitoriajessiica erikalovatic1d ataca xenofobia nao fa gil nordestino tambem alguem nao fa criminoso
17/05/3921 23:08,"1,39E+18",Vc é pauuuuuu Tico!!! Isso mesmo. Vamos deixar o ódio e a xenofobia de lado.,2,Nao Classificado,ticostacruz jeanwyllys_real cirogomes vc e pauuuuuu tico!!! isso mesmo vamos deixar o odio e a xenofobia de lado,ticostacruz jeanwyllysreal cirogomes você é pau tico isso mesmo vamos deixar o ódio e a xenofobia de lado,ticostacruz jeanwyllys_real cirogomes vc pauuuuuu tico!!! vamos deixar odio xenofobia,ticostacruz jeanwyllysreal cirogomes pau tico vamos deixar ódio xenofobia,ticostacruz jeanwyllysreal cirogomes voce e pau tico isso mesmo vamos deixar o odio e a xenofobia de lado,ticostacruz jeanwyllysreal cirogomes voce pau tico vamos deixar odio xenofobia
17/05/3921 23:08,"1,39E+18",a karol tendo q engolir a xenofobia dela com sabor de triângulo garfo e faca a lá juliette,0,Negativo,a karol tendo q engolir a xenofobia dela com sabor de triangulo garfo e faca a la juliette,a karol tendo que engolir a xenofobia dela com sabor de triângulo garfo e faca a lá juliette httpstconidf3vpkmx,karol tendo q engolir xenofobia sabor triangulo garfo faca la juliette,karol tendo engolir xenofobia sabor triângulo garfo faca juliette httpstconidf3vpkmx,a karol tendo que engolir a xenofobia dela com sabor de triangulo garfo e faca a la juliette,karol tendo engolir xenofobia sabor triangulo garfo faca la juliette
17/05/3921 23:06,"1,39E+18",mulher deixe de xenofobia,0,Negativo,mpbixa mulher deixe de xenofobia,mpbixa mulher deixe de xenofobia,mpbixa mulher deixe xenofobia,mpbixa mulher deixe xenofobia,mpbixa mulher deixe de xenofobia,mpbixa mulher deixe xenofobia
17/05/3921 23:05,"1,39E+18","Meu Deus do céu, depois dizem q somos nós q vamos lá nas postagens dela jogar hate

Tirou do teu cool q o Gil cometeu xenofobia né? Vai fazer uma terapia, vc já passou do limite!",0,Negativo,"andreadecastro daicarolaine daicarolaine meu deus do ceu, depois dizem q somos nos q vamos la nas postagens dela jogar hate

tirou do teu cool q o gil cometeu xenofobia ne? vai fazer uma terapia, vc ja passou do limite!",andreadecastro daicarolaine daicarolaine meu deus do céu depois dizem que somos nós que vamos lá nas postagens dela jogar hate tirou do teu cool que o gil cometeu xenofobia não é vai fazer uma terapia você já passou do limite,"andreadecastro daicarolaine daicarolaine deus ceu, q q vamos la postagens jogar hate tirou cool q gil cometeu xenofobia ne? terapia, vc ja passou limite!",andreadecastro daicarolaine daicarolaine deus céu vamos postagens jogar hate tirou cool gil cometeu xenofobia terapia passou limite,andreadecastro daicarolaine daicarolaine meu deus do ceu depois dizem que somos nos que vamos la nas postagens dela jogar hate tirou do teu cool que o gil cometeu xenofobia nao e vai fazer uma terapia voce ja passou do limite,andreadecastro daicarolaine daicarolaine deus ceu vamos la postagens jogar hate tirou cool gil cometeu xenofobia nao terapia voce ja passou limite
17/05/3921 23:04,"1,39E+18",O que isso tem a ver com xenofobia?,0,Negativo,ivansil37318865 cirogomes o que isso tem a ver com xenofobia?,ivansil37318865 cirogomes o que isso tem a ver com xenofobia,ivansil37318865 cirogomes xenofobia?,ivansil37318865 cirogomes xenofobia,ivansil37318865 cirogomes o que isso tem a ver com xenofobia,ivansil37318865 cirogomes xenofobia
17/05/3921 23:04,"1,39E+18","Arrumam muito rótulo. Homofobia, transfobia, trefobia, tecnofobia, xenofobia, profobia, zofobia, tá loko... tudo é fobia agora...",2,Nao Classificado,"zecadamaso brunalinzmeyer arrumam muito rotulo homofobia, transfobia, trefobia, tecnofobia, xenofobia, profobia, zofobia, ta loko tudo e fobia agora",zecadamaso brunalinzmeyer arrumam muito rótulo homofobia xenofobia rebobina tecnologia xenofobia acrofobia biofobia está loco tudo é fobia agora,"zecadamaso brunalinzmeyer arrumam rotulo homofobia, transfobia, trefobia, tecnofobia, xenofobia, profobia, zofobia, ta loko fobia",zecadamaso brunalinzmeyer arrumam rótulo homofobia xenofobia rebobina tecnologia xenofobia acrofobia biofobia loco fobia,zecadamaso brunalinzmeyer arrumam muito rotulo homofobia xenofobia rebobina tecnologia xenofobia acrofobia biofobia esta loco tudo e fobia agora,zecadamaso brunalinzmeyer arrumam rotulo homofobia xenofobia rebobina tecnologia xenofobia acrofobia biofobia loco fobia
